date,product,category,region,price,quantity,total
2026-01-23,Tablet Air,Electronics,Central,495.23,3,1485.7
2026-02-11,Monitor Ultra,Gaming,East,343.74,1,343.74
2026-03-21,Smartphone X,Electronics,South,642.12,1,642.12
2026-05-04,Wireless Earbuds,Audio,East,179.9,4,719.62
2026-04-09,External SSD,Computers,West,178.95,1,178.95
2026-05-05,Smart Watch,Accessories,Central,351.18,4,1404.7
2026-05-29,Mouse Pro,Audio,East,94.37,2,188.73
2026-04-10,External SSD,Gaming,East,212.46,4,849.84
2026-02-07,External SSD,Electronics,East,204.31,4,817.26
2026-01-29,Laptop Pro,Computers,South,1259.72,3,3779.17
2026-04-27,Gaming Console,Electronics,East,504.48,1,504.48
2026-05-23,Tablet Air,Accessories,South,498.87,2,997.73
2026-01-19,Tablet Air,Accessories,West,487.99,2,975.99
2026-02-21,Keyboard Mech,Accessories,North,110.94,1,110.94
2026-06-23,Keyboard Mech,Gaming,Central,131.12,3,393.35
2026-01-23,Keyboard Mech,Accessories,South,96.82,2,193.65
2026-02-14,Smartphone X,Audio,East,645.44,5,3227.19
2026-03-04,Gaming Console,Computers,North,483.29,1,483.29
2026-05-30,External SSD,Electronics,Central,180.84,1,180.84
2026-02-06,Smartphone X,Computers,West,945.85,4,3783.39
2026-04-05,Laptop Pro,Audio,South,1143.71,5,5718.53
2026-02-22,Gaming Console,Audio,East,415.88,5,2079.39
2026-06-21,Tablet Air,Electronics,North,546.01,2,1092.01
2026-06-28,Tablet Air,Audio,West,578.0,5,2890.01
2026-06-07,Laptop Pro,Gaming,Central,1328.95,4,5315.79
2026-03-30,Smartphone X,Gaming,North,755.07,2,1510.15
2026-03-22,Wireless Earbuds,Computers,Central,129.53,5,647.63
2026-03-25,Laptop Pro,Accessories,East,1184.18,3,3552.54
2026-05-28,Tablet Air,Electronics,West,466.55,3,1399.65
2026-07-11,Mouse Pro,Audio,West,84.81,4,339.25
2026-06-29,Smartphone X,Electronics,North,830.88,4,3323.51
2026-07-01,Keyboard Mech,Accessories,North,108.81,4,435.23
2026-04-02,Smart Watch,Accessories,South,269.26,2,538.51
2026-06-01,Laptop Pro,Electronics,South,1348.53,5,6742.65
2026-03-01,Laptop Pro,Gaming,Central,1233.65,2,2467.3
2026-02-23,External SSD,Electronics,North,161.7,4,646.79
2026-01-27,Tablet Air,Gaming,West,586.53,4,2346.11
2026-02-08,Smartphone X,Audio,Central,861.9,5,4309.51
2026-02-18,Mouse Pro,Computers,Central,75.31,3,225.93
2026-04-05,Tablet Air,Electronics,East,443.54,2,887.09
2026-06-18,Smartphone X,Electronics,North,749.04,5,3745.19
2026-02-15,Mouse Pro,Audio,South,70.08,3,210.24
2026-02-15,Tablet Air,Gaming,West,422.73,2,845.46
2026-02-15,Smart Watch,Accessories,North,281.26,1,281.26
2026-06-11,External SSD,Accessories,North,178.83,4,715.34
2026-04-23,Monitor Ultra,Audio,East,321.67,5,1608.33
2026-05-04,External SSD,Gaming,South,163.6,2,327.2
2026-04-18,Gaming Console,Audio,North,409.52,1,409.52
2026-04-18,Keyboard Mech,Electronics,West,142.87,5,714.37
2026-02-12,Gaming Console,Electronics,South,410.35,2,820.7
2026-03-19,Smartphone X,Audio,Central,915.88,4,3663.51
2026-04-13,Smartphone X,Computers,North,939.68,1,939.68
2026-03-31,Smartphone X,Electronics,East,891.43,4,3565.74
2026-02-13,Monitor Ultra,Electronics,West,416.58,4,1666.32
2026-03-08,Smart Watch,Computers,North,242.98,4,971.94
2026-02-12,Smartphone X,Audio,South,738.2,5,3690.98
2026-03-11,Wireless Earbuds,Gaming,South,165.74,5,828.69
2026-04-21,Wireless Earbuds,Gaming,North,151.13,3,453.4
2026-06-23,Smartphone X,Computers,North,727.17,4,2908.67
2026-03-26,Mouse Pro,Computers,East,75.08,1,75.08
2026-05-16,Monitor Ultra,Electronics,South,397.69,1,397.69
2026-05-28,Smart Watch,Audio,Central,261.19,3,783.57
2026-04-19,Smartphone X,Computers,West,855.86,2,1711.72
2026-03-25,Tablet Air,Accessories,East,593.41,2,1186.81
2026-06-04,Monitor Ultra,Gaming,Central,355.16,1,355.16
2026-03-21,External SSD,Audio,Central,172.62,5,863.12
2026-06-10,Keyboard Mech,Electronics,North,138.28,2,276.56
2026-02-06,Mouse Pro,Computers,South,64.66,3,193.99
2026-04-23,Mouse Pro,Gaming,South,64.69,4,258.76
2026-03-24,External SSD,Computers,East,177.49,5,887.45
2026-03-04,Wireless Earbuds,Computers,South,142.11,3,426.34
2026-06-24,Monitor Ultra,Computers,North,347.24,5,1736.21
2026-01-14,Laptop Pro,Electronics,North,1261.26,1,1261.26
2026-07-05,Smartphone X,Gaming,South,741.81,3,2225.42
2026-02-26,Tablet Air,Electronics,Central,497.84,1,497.84
2026-02-15,Monitor Ultra,Computers,Central,368.16,2,736.31
2026-01-16,Mouse Pro,Audio,South,65.15,3,195.45
2026-04-29,External SSD,Audio,North,178.18,5,890.89
2026-02-13,Gaming Console,Accessories,East,460.87,5,2304.34
2026-01-19,Mouse Pro,Accessories,West,87.06,3,261.19
2026-05-24,Wireless Earbuds,Computers,East,132.69,4,530.74
2026-01-16,Wireless Earbuds,Accessories,Central,148.94,2,297.88
2026-02-21,Smart Watch,Computers,West,343.45,2,686.9
2026-02-25,Tablet Air,Gaming,South,419.73,1,419.73
2026-03-04,Smartphone X,Computers,West,938.53,3,2815.59
2026-03-26,Gaming Console,Gaming,West,498.04,1,498.04
2026-03-06,Smartphone X,Accessories,Central,862.02,4,3448.07
2026-02-05,Wireless Earbuds,Audio,West,170.48,4,681.93
2026-05-01,Keyboard Mech,Electronics,Central,129.96,1,129.96
2026-02-25,Wireless Earbuds,Audio,Central,134.08,2,268.16
2026-04-26,Keyboard Mech,Electronics,West,115.99,4,463.97
2026-03-24,Laptop Pro,Computers,West,1101.12,5,5505.61
2026-03-17,Tablet Air,Accessories,East,485.5,3,1456.5
2026-05-30,Smart Watch,Electronics,East,247.04,5,1235.21
2026-03-27,Gaming Console,Accessories,East,417.57,2,835.14
2026-01-19,Tablet Air,Audio,West,425.25,4,1701.02
2026-01-22,Laptop Pro,Computers,South,1022.72,2,2045.43
2026-05-28,Keyboard Mech,Computers,South,133.56,4,534.22
2026-03-21,Gaming Console,Computers,West,429.82,5,2149.08
2026-06-25,Laptop Pro,Computers,West,1239.27,1,1239.27
2026-05-08,Tablet Air,Computers,West,462.69,1,462.69
2026-05-18,Wireless Earbuds,Gaming,East,149.46,1,149.46
2026-03-23,External SSD,Electronics,North,182.29,3,546.88
2026-05-19,Tablet Air,Gaming,North,485.15,2,970.3
2026-01-23,Gaming Console,Computers,North,367.74,5,1838.68
2026-04-18,External SSD,Audio,Central,212.78,2,425.57
2026-06-07,Smart Watch,Gaming,East,333.84,3,1001.51
2026-05-13,Smartphone X,Audio,East,855.03,5,4275.13
2026-04-09,Tablet Air,Accessories,East,556.41,1,556.41
2026-06-03,Tablet Air,Electronics,West,432.7,3,1298.1
2026-06-18,Keyboard Mech,Electronics,West,101.6,4,406.38
2026-05-02,Laptop Pro,Electronics,West,1129.55,2,2259.1
2026-07-02,Smartphone X,Computers,West,693.09,5,3465.46
2026-05-16,Smart Watch,Electronics,North,315.95,5,1579.76
2026-05-07,Mouse Pro,Gaming,South,84.83,2,169.66
2026-02-18,Mouse Pro,Computers,Central,64.82,4,259.28
2026-01-17,Tablet Air,Accessories,South,415.37,1,415.37
2026-03-15,Laptop Pro,Computers,North,980.75,4,3923.0
2026-04-26,Laptop Pro,Electronics,North,1399.75,4,5598.99
2026-04-06,Gaming Console,Accessories,West,402.01,5,2010.05
2026-05-30,Wireless Earbuds,Accessories,Central,175.01,2,350.02
2026-04-23,Wireless Earbuds,Audio,West,138.81,3,416.42
2026-03-28,Smartphone X,Accessories,Central,930.04,1,930.04
2026-04-10,Monitor Ultra,Gaming,South,358.96,1,358.96
2026-04-17,Monitor Ultra,Electronics,South,369.33,2,738.65
2026-04-05,Wireless Earbuds,Gaming,Central,129.34,1,129.34
2026-04-13,Keyboard Mech,Accessories,North,140.55,4,562.21
2026-05-24,Laptop Pro,Accessories,East,1221.53,1,1221.53
2026-07-04,Monitor Ultra,Audio,West,315.25,5,1576.24
2026-06-12,Laptop Pro,Computers,Central,1243.16,3,3729.47
2026-04-12,External SSD,Computers,Central,236.73,3,710.18
2026-01-24,Smartphone X,Audio,West,746.12,4,2984.49
2026-06-21,Smart Watch,Gaming,South,309.85,2,619.71
2026-05-24,Laptop Pro,Computers,West,1407.35,5,7036.75
2026-05-05,Smartphone X,Gaming,Central,727.88,3,2183.63
2026-06-01,Smart Watch,Gaming,North,357.59,2,715.18
2026-01-25,Smartphone X,Audio,South,658.65,5,3293.25
2026-02-15,Smart Watch,Computers,South,245.44,1,245.44
2026-03-16,Smartphone X,Computers,East,662.82,3,1988.47
2026-01-20,Mouse Pro,Accessories,South,73.9,2,147.81
2026-06-24,Mouse Pro,Gaming,South,93.01,5,465.05
2026-02-20,Smartphone X,Computers,Central,742.67,1,742.67
2026-04-02,Tablet Air,Computers,South,438.13,1,438.13
2026-04-28,Smart Watch,Electronics,North,271.93,4,1087.73
2026-06-23,Smart Watch,Audio,East,284.23,1,284.23
2026-05-26,Monitor Ultra,Gaming,Central,284.1,3,852.3
2026-04-28,Laptop Pro,Gaming,North,1037.82,1,1037.82
2026-04-16,Wireless Earbuds,Computers,East,167.81,5,839.06
2026-06-04,Wireless Earbuds,Electronics,South,132.33,5,661.67
2026-05-10,Tablet Air,Computers,North,514.06,2,1028.12
2026-07-08,Smartphone X,Gaming,West,650.74,1,650.74
2026-06-24,External SSD,Accessories,East,215.24,3,645.71
2026-04-27,Smart Watch,Computers,North,310.48,3,931.44
2026-03-28,Smart Watch,Audio,North,350.94,1,350.94
2026-04-08,Mouse Pro,Computers,North,68.66,4,274.62
2026-05-20,Keyboard Mech,Accessories,North,96.61,3,289.82
2026-06-03,Mouse Pro,Gaming,Central,82.3,5,411.48
2026-06-18,Mouse Pro,Electronics,North,84.82,2,169.63
2026-01-14,Gaming Console,Gaming,Central,395.98,4,1583.91
2026-02-25,Smart Watch,Audio,West,346.53,5,1732.64
2026-05-04,Monitor Ultra,Computers,South,293.24,3,879.72
2026-05-29,Laptop Pro,Audio,Central,964.33,1,964.33
2026-04-21,Gaming Console,Audio,South,500.69,5,2503.43
2026-07-12,Mouse Pro,Computers,North,82.72,2,165.44
2026-03-24,Laptop Pro,Audio,East,1404.78,4,5619.13
2026-05-16,Monitor Ultra,Audio,East,415.76,5,2078.81
2026-04-11,Tablet Air,Electronics,East,446.47,2,892.93
2026-01-29,Tablet Air,Computers,South,521.01,5,2605.06
2026-05-31,Smartphone X,Computers,East,917.48,4,3669.93
2026-04-10,Smart Watch,Electronics,West,311.77,1,311.77
2026-02-04,Monitor Ultra,Gaming,West,362.03,4,1448.14
2026-05-15,Mouse Pro,Electronics,North,75.27,1,75.27
2026-05-08,Smart Watch,Computers,South,275.34,4,1101.37
2026-04-27,Mouse Pro,Gaming,South,83.47,5,417.36
2026-07-04,Monitor Ultra,Computers,West,394.78,1,394.78
2026-03-29,Wireless Earbuds,Gaming,East,124.98,2,249.97
2026-04-26,Tablet Air,Accessories,North,527.62,2,1055.25
2026-03-05,Smart Watch,Audio,North,342.24,2,684.49
2026-06-04,Smart Watch,Gaming,West,356.78,1,356.78
2026-06-29,Gaming Console,Computers,South,491.82,5,2459.08
2026-04-28,Mouse Pro,Electronics,West,65.42,4,261.68
2026-02-25,Smart Watch,Electronics,Central,256.7,5,1283.5
2026-05-23,Gaming Console,Gaming,Central,379.68,2,759.37
2026-04-10,Monitor Ultra,Gaming,West,369.99,4,1479.95
2026-04-18,Tablet Air,Electronics,East,524.7,3,1574.1
2026-02-07,Smartphone X,Gaming,East,716.07,4,2864.27
2026-07-11,Smartphone X,Accessories,North,788.17,3,2364.51
2026-05-21,Mouse Pro,Electronics,North,78.93,3,236.79
2026-03-08,Gaming Console,Electronics,South,404.98,5,2024.91
2026-03-22,Keyboard Mech,Gaming,North,140.29,5,701.43
2026-06-27,Smart Watch,Computers,West,326.86,3,980.59
2026-05-14,External SSD,Gaming,East,188.52,4,754.08
2026-07-03,Monitor Ultra,Computers,North,346.56,2,693.12
2026-06-18,Gaming Console,Accessories,East,521.53,5,2607.65
2026-07-02,Laptop Pro,Computers,East,1386.98,4,5547.94
2026-06-03,Keyboard Mech,Electronics,East,98.52,5,492.61
2026-04-04,Monitor Ultra,Accessories,West,294.86,5,1474.31
2026-03-25,Smartphone X,Computers,South,844.92,3,2534.77
2026-04-13,Tablet Air,Audio,East,406.89,2,813.78
2026-03-21,Smart Watch,Electronics,East,332.8,5,1664.02
2026-03-03,Smart Watch,Audio,East,295.1,3,885.31
2026-07-07,Laptop Pro,Electronics,North,1385.0,4,5540.0
2026-01-19,External SSD,Electronics,Central,202.57,4,810.27
2026-04-22,Gaming Console,Computers,East,474.49,4,1897.96
2026-02-09,Smart Watch,Accessories,South,351.86,1,351.86
2026-06-24,Smartphone X,Accessories,Central,737.78,3,2213.35
2026-06-13,Smartphone X,Gaming,North,746.59,4,2986.35
2026-06-04,Keyboard Mech,Computers,North,129.55,3,388.65
2026-07-02,Smartphone X,Computers,East,824.72,3,2474.16
2026-02-03,Gaming Console,Electronics,Central,465.2,3,1395.6
2026-02-18,Wireless Earbuds,Computers,East,172.95,1,172.95
2026-02-18,Laptop Pro,Accessories,West,1056.96,4,4227.84
2026-03-23,Smartphone X,Gaming,North,742.71,2,1485.41
2026-07-03,Laptop Pro,Gaming,North,1277.65,3,3832.96
2026-05-15,Monitor Ultra,Accessories,South,328.72,4,1314.86
2026-05-22,Tablet Air,Accessories,North,542.39,4,2169.54
2026-01-25,Gaming Console,Electronics,Central,381.93,2,763.87
2026-04-02,External SSD,Accessories,North,217.79,4,871.14
2026-01-31,External SSD,Computers,East,188.84,1,188.84
2026-03-11,Keyboard Mech,Accessories,East,108.89,4,435.55
2026-01-20,Wireless Earbuds,Electronics,West,152.03,3,456.1
2026-03-13,Smartphone X,Gaming,West,660.85,4,2643.38
2026-06-05,Tablet Air,Computers,East,551.22,4,2204.88
2026-03-23,External SSD,Audio,Central,232.95,3,698.85
2026-05-09,Gaming Console,Computers,East,514.55,5,2572.75
2026-07-04,Smartphone X,Accessories,North,762.35,3,2287.04
2026-03-05,Gaming Console,Audio,West,527.11,2,1054.23
2026-06-22,External SSD,Audio,South,236.15,2,472.31
2026-01-29,Smart Watch,Electronics,West,317.05,2,634.09
2026-05-29,Smart Watch,Gaming,West,341.86,4,1367.44
2026-03-18,Keyboard Mech,Gaming,West,108.56,2,217.12
2026-06-14,Gaming Console,Computers,East,382.5,5,1912.48
2026-02-22,Monitor Ultra,Accessories,West,322.62,4,1290.47
2026-05-19,Keyboard Mech,Accessories,East,143.13,4,572.53
2026-05-22,Smart Watch,Electronics,Central,351.59,5,1757.97
2026-04-20,Wireless Earbuds,Audio,North,178.64,5,893.19
2026-04-22,Tablet Air,Electronics,North,521.11,2,1042.21
2026-02-06,Mouse Pro,Electronics,Central,64.09,5,320.45
2026-04-26,Smart Watch,Electronics,West,254.98,4,1019.93
2026-06-21,Gaming Console,Gaming,West,375.96,2,751.92
2026-05-08,Gaming Console,Gaming,East,486.52,4,1946.08
2026-03-04,Wireless Earbuds,Electronics,North,160.87,5,804.35
2026-03-16,Laptop Pro,Accessories,Central,1118.17,2,2236.35
2026-04-14,Mouse Pro,Electronics,East,78.75,5,393.74
2026-05-07,Wireless Earbuds,Gaming,West,123.29,5,616.46
2026-01-30,External SSD,Audio,Central,197.92,1,197.92
2026-02-14,Smartphone X,Gaming,Central,887.61,2,1775.21
2026-06-19,Monitor Ultra,Electronics,Central,405.06,4,1620.23
2026-02-04,Keyboard Mech,Gaming,East,100.26,5,501.3
2026-04-02,Monitor Ultra,Gaming,Central,317.4,4,1269.61
2026-02-17,Smart Watch,Audio,North,315.28,3,945.85
2026-02-23,Mouse Pro,Audio,South,91.13,4,364.54
2026-07-09,External SSD,Audio,South,230.71,1,230.71
2026-05-04,Tablet Air,Computers,South,550.43,3,1651.3
2026-03-15,Smartphone X,Electronics,South,866.12,5,4330.61
2026-05-28,Gaming Console,Audio,South,432.05,2,864.09
2026-03-12,Tablet Air,Accessories,West,540.21,2,1080.42
2026-02-25,Monitor Ultra,Audio,North,411.87,3,1235.62
2026-06-11,Wireless Earbuds,Accessories,East,147.25,2,294.5
2026-02-06,Wireless Earbuds,Gaming,East,154.75,5,773.76
2026-03-08,Smartphone X,Electronics,West,768.49,5,3842.47
2026-02-23,Gaming Console,Audio,West,513.52,1,513.52
2026-02-08,Keyboard Mech,Computers,West,118.57,2,237.15
2026-05-10,Gaming Console,Computers,East,510.48,4,2041.93
2026-03-27,Smart Watch,Audio,South,281.39,3,844.18
2026-03-17,Laptop Pro,Audio,West,1006.98,1,1006.98
2026-02-12,External SSD,Electronics,North,228.3,1,228.3
2026-06-29,Laptop Pro,Accessories,South,1103.26,5,5516.32
2026-06-17,Laptop Pro,Computers,South,1336.92,3,4010.76
2026-05-27,Gaming Console,Electronics,East,462.75,5,2313.77
2026-04-20,Smart Watch,Gaming,North,331.96,5,1659.81
2026-02-04,Gaming Console,Gaming,West,494.82,3,1484.45
2026-04-22,Mouse Pro,Accessories,West,81.6,3,244.79
2026-07-01,Laptop Pro,Audio,North,1396.25,5,6981.23
2026-07-05,Gaming Console,Computers,East,512.48,4,2049.93
2026-02-16,Smartphone X,Accessories,South,711.49,4,2845.97
2026-02-06,Keyboard Mech,Audio,West,141.19,1,141.19
2026-05-05,Laptop Pro,Computers,South,1033.37,1,1033.37
2026-06-01,Gaming Console,Electronics,West,366.26,1,366.26
2026-01-24,Mouse Pro,Audio,West,95.1,4,380.38
2026-05-02,Smartphone X,Gaming,Central,846.52,2,1693.04
2026-06-02,Smartphone X,Electronics,Central,855.82,5,4279.12
2026-04-07,Smartphone X,Accessories,Central,928.31,2,1856.62
2026-01-23,Smartphone X,Accessories,North,950.34,2,1900.67
2026-04-03,Keyboard Mech,Gaming,Central,143.69,2,287.38
2026-03-06,Monitor Ultra,Electronics,Central,368.93,2,737.85
2026-01-20,Mouse Pro,Gaming,Central,90.46,4,361.85
2026-02-15,Gaming Console,Electronics,West,424.4,4,1697.6
2026-01-25,Tablet Air,Audio,East,492.18,1,492.18
2026-04-19,Smart Watch,Accessories,West,341.96,5,1709.82
2026-01-16,Gaming Console,Audio,North,377.58,4,1510.32
2026-01-27,Gaming Console,Accessories,South,488.34,4,1953.37
2026-02-18,Monitor Ultra,Computers,Central,283.33,2,566.67
2026-04-25,Mouse Pro,Audio,West,77.02,2,154.05
2026-04-10,Mouse Pro,Gaming,South,70.24,4,280.97
2026-06-15,Gaming Console,Electronics,South,408.57,1,408.57
2026-01-24,Mouse Pro,Computers,North,67.7,1,67.7
2026-04-20,Monitor Ultra,Accessories,West,324.33,2,648.65
2026-06-26,Smart Watch,Audio,East,260.03,3,780.09
2026-06-22,Mouse Pro,Electronics,South,75.83,5,379.17
2026-06-16,Mouse Pro,Gaming,Central,64.01,4,256.05
2026-05-04,Smart Watch,Audio,Central,273.06,4,1092.23
2026-06-02,Gaming Console,Accessories,Central,477.16,5,2385.79
2026-04-07,Wireless Earbuds,Gaming,North,167.13,3,501.39
2026-03-06,Monitor Ultra,Electronics,East,413.04,3,1239.12
2026-01-30,Gaming Console,Accessories,East,487.35,5,2436.77
2026-03-31,Tablet Air,Computers,Central,534.61,5,2673.07
2026-03-04,Smart Watch,Accessories,Central,309.1,2,618.2
2026-01-22,Smartphone X,Gaming,North,853.05,2,1706.1
2026-06-09,Mouse Pro,Accessories,Central,67.04,1,67.04
2026-04-26,Smartphone X,Accessories,South,844.1,1,844.1
2026-03-02,Wireless Earbuds,Computers,Central,176.85,1,176.85
2026-06-27,Mouse Pro,Gaming,East,69.47,5,347.34
2026-03-06,External SSD,Accessories,North,160.46,3,481.38
2026-06-05,Smart Watch,Accessories,West,310.08,3,930.24
2026-05-16,Monitor Ultra,Electronics,North,375.24,3,1125.73
2026-02-15,Monitor Ultra,Computers,Central,378.68,5,1893.4
2026-06-02,Tablet Air,Electronics,Central,549.12,1,549.12
2026-01-22,Tablet Air,Electronics,North,488.32,5,2441.6
2026-05-08,Wireless Earbuds,Audio,South,133.57,3,400.71
2026-05-06,Smartphone X,Accessories,South,822.26,3,2466.79
2026-04-20,Wireless Earbuds,Gaming,North,128.39,1,128.39
2026-06-16,Gaming Console,Computers,East,443.67,5,2218.33
2026-06-17,Mouse Pro,Gaming,West,83.42,5,417.1
2026-06-08,Mouse Pro,Accessories,West,77.44,2,154.88
2026-02-23,Tablet Air,Computers,South,578.6,5,2893.02
2026-02-11,Smart Watch,Electronics,North,256.36,3,769.07
2026-02-26,Keyboard Mech,Computers,Central,139.0,3,417.0
2026-02-06,External SSD,Electronics,West,227.59,3,682.76
2026-05-19,Laptop Pro,Audio,South,1322.8,4,5291.21
2026-06-15,Monitor Ultra,Electronics,East,283.15,3,849.45
2026-05-31,Smartphone X,Accessories,Central,921.29,1,921.29
2026-03-31,Smartphone X,Electronics,Central,793.65,2,1587.3
2026-05-26,Smart Watch,Computers,West,289.01,1,289.01
2026-05-12,External SSD,Accessories,South,215.31,2,430.62
2026-02-26,External SSD,Accessories,North,182.17,3,546.51
2026-05-20,Smartphone X,Accessories,South,649.14,5,3245.68
2026-05-03,Gaming Console,Electronics,West,532.75,2,1065.5
2026-03-07,Smartphone X,Audio,West,870.86,2,1741.72
2026-05-06,Smart Watch,Accessories,East,332.83,1,332.83
2026-01-14,External SSD,Accessories,East,186.69,1,186.69
2026-02-26,Laptop Pro,Computers,Central,1057.37,1,1057.37
2026-05-16,Smart Watch,Electronics,East,339.25,4,1357.0
2026-06-12,Tablet Air,Computers,Central,456.63,5,2283.14
2026-03-08,Keyboard Mech,Gaming,South,117.3,3,351.89
2026-04-14,Smart Watch,Gaming,Central,348.05,1,348.05
2026-02-07,Smartphone X,Gaming,East,818.59,5,4092.94
2026-06-21,Wireless Earbuds,Audio,West,129.16,2,258.32
2026-05-20,Keyboard Mech,Audio,South,141.32,3,423.95
2026-04-05,External SSD,Gaming,West,218.01,3,654.04
2026-06-28,Smart Watch,Audio,Central,287.01,2,574.02
2026-03-22,Monitor Ultra,Audio,East,354.22,2,708.43
2026-06-24,External SSD,Computers,North,166.61,3,499.84
2026-05-29,Tablet Air,Accessories,West,573.52,1,573.52
2026-05-31,External SSD,Computers,East,197.64,4,790.57
2026-03-15,Mouse Pro,Electronics,North,93.03,2,186.07
2026-03-26,Mouse Pro,Accessories,Central,86.18,4,344.71
2026-05-04,Laptop Pro,Computers,East,1035.29,3,3105.87
2026-04-21,Keyboard Mech,Computers,West,122.74,1,122.74
2026-06-23,Monitor Ultra,Accessories,South,416.76,2,833.52
2026-03-17,Mouse Pro,Accessories,Central,81.2,2,162.41
2026-07-05,Keyboard Mech,Accessories,Central,120.82,3,362.46
2026-02-02,Gaming Console,Audio,West,525.21,1,525.21
2026-03-01,Keyboard Mech,Accessories,East,106.57,4,426.27
2026-06-17,Keyboard Mech,Accessories,West,111.84,4,447.37
2026-02-28,Laptop Pro,Computers,Central,1275.93,2,2551.87
2026-02-27,Gaming Console,Electronics,South,433.13,2,866.26
2026-05-17,Mouse Pro,Electronics,South,87.44,5,437.19
2026-02-22,Tablet Air,Computers,South,545.42,3,1636.27
2026-05-12,Monitor Ultra,Electronics,East,418.15,1,418.15
2026-04-29,Keyboard Mech,Gaming,South,117.76,5,588.79
2026-06-15,Monitor Ultra,Accessories,South,331.69,4,1326.75
2026-04-15,Tablet Air,Gaming,North,518.16,2,1036.31
2026-05-08,Gaming Console,Audio,East,384.27,5,1921.36
2026-03-14,Laptop Pro,Computers,East,979.37,1,979.37
2026-06-13,Keyboard Mech,Electronics,West,141.66,5,708.3
2026-03-14,Laptop Pro,Gaming,Central,1275.66,1,1275.66
2026-04-03,Monitor Ultra,Accessories,East,310.41,5,1552.06
2026-06-21,Tablet Air,Gaming,West,555.52,4,2222.1
2026-05-28,Laptop Pro,Accessories,Central,1143.8,3,3431.41
2026-02-05,Smartphone X,Audio,South,799.07,2,1598.14
2026-05-16,Wireless Earbuds,Computers,South,121.27,1,121.27
2026-01-25,Smartphone X,Electronics,West,906.15,1,906.15
2026-03-07,External SSD,Gaming,East,231.52,4,926.06
2026-04-16,Smartphone X,Computers,South,945.64,5,4728.21
2026-07-07,External SSD,Computers,Central,184.03,5,920.13
2026-01-16,Smart Watch,Accessories,South,349.23,5,1746.13
2026-01-15,External SSD,Computers,East,228.42,3,685.25
2026-03-17,Mouse Pro,Accessories,North,72.96,5,364.82
2026-04-27,External SSD,Audio,Central,175.15,2,350.3
2026-04-18,Wireless Earbuds,Accessories,South,147.44,2,294.87
2026-07-09,Wireless Earbuds,Accessories,North,135.07,5,675.34
2026-01-19,Tablet Air,Gaming,North,582.19,3,1746.56
2026-03-16,Laptop Pro,Electronics,North,1058.09,2,2116.18
2026-06-09,External SSD,Computers,West,180.05,5,900.27
2026-05-29,External SSD,Computers,East,208.9,1,208.9
2026-02-13,Keyboard Mech,Accessories,North,109.61,3,328.84
2026-06-10,Wireless Earbuds,Electronics,North,166.71,2,333.42
2026-06-28,Mouse Pro,Computers,Central,78.6,5,392.98
2026-03-11,Wireless Earbuds,Accessories,East,120.32,3,360.96
2026-01-19,External SSD,Computers,East,214.68,3,644.03
2026-01-31,External SSD,Computers,South,163.16,4,652.65
2026-06-08,Mouse Pro,Electronics,North,82.74,1,82.74
2026-01-27,Tablet Air,Electronics,South,514.49,2,1028.97
2026-05-13,Tablet Air,Gaming,East,533.14,3,1599.41
2026-05-26,Gaming Console,Gaming,East,411.81,1,411.81
2026-06-27,Keyboard Mech,Gaming,East,121.31,4,485.25
2026-02-18,Keyboard Mech,Electronics,South,108.54,1,108.54
2026-02-04,Gaming Console,Electronics,North,499.7,5,2498.52
2026-03-21,Monitor Ultra,Accessories,West,416.38,4,1665.51
2026-05-08,Keyboard Mech,Computers,North,118.83,4,475.3
2026-05-18,Gaming Console,Computers,North,367.81,4,1471.26
2026-03-20,Smartphone X,Gaming,East,892.75,5,4463.74
2026-03-10,Monitor Ultra,Electronics,North,394.28,4,1577.12
2026-04-02,External SSD,Audio,Central,212.21,5,1061.04
2026-01-19,Tablet Air,Gaming,Central,490.38,2,980.75
2026-04-07,Smartphone X,Computers,North,936.04,1,936.04
2026-06-01,Smart Watch,Accessories,West,263.71,5,1318.55
2026-01-15,Mouse Pro,Accessories,South,91.2,1,91.2
2026-02-02,Keyboard Mech,Electronics,North,106.99,3,320.96
2026-01-16,Laptop Pro,Gaming,South,1108.25,4,4432.99
2026-06-22,Wireless Earbuds,Accessories,Central,138.16,4,552.64
2026-05-14,Tablet Air,Gaming,Central,493.94,3,1481.81
2026-04-23,Smartphone X,Gaming,North,832.25,1,832.25
2026-05-25,Laptop Pro,Gaming,Central,1117.52,1,1117.52
2026-02-27,Smartphone X,Audio,East,843.71,5,4218.55
2026-06-22,Mouse Pro,Electronics,West,79.64,3,238.92
2026-06-17,Keyboard Mech,Audio,Central,140.89,5,704.45
2026-02-18,Tablet Air,Audio,North,466.05,2,932.11
2026-02-27,Gaming Console,Accessories,South,403.97,4,1615.88
2026-07-01,Keyboard Mech,Audio,Central,98.21,5,491.03
2026-05-28,External SSD,Electronics,North,233.37,2,466.74
2026-04-28,Tablet Air,Accessories,West,452.08,5,2260.39
2026-04-16,Keyboard Mech,Accessories,West,128.98,1,128.98
2026-04-03,Mouse Pro,Computers,South,81.06,1,81.06
2026-07-03,Laptop Pro,Accessories,North,1017.43,2,2034.87
2026-05-16,Tablet Air,Accessories,East,469.95,1,469.95
2026-06-19,Monitor Ultra,Electronics,West,346.14,1,346.14
